"ID_ARTICLE","ID_SAMPLE","id_effect","Authors","PublicationYear","PublicationType","Country","GGGI","GeoArea","SchoolLevel","GradeM","MeanAge_months","TaskName","Standardized","Computerized","IndexName","ScoreType","ScoreSign","MathContent","N","male_N","fem_N","male_mean","male_sd","fem_mean","fem_sd","eff","vi","vi_0","lb","ub"
988,"988_3",82,"Baxter et al., 2013",2013,1,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"PACT mathematics",1,"0","Accuracy","Raw",1,"NationalTest",307,141,166,403,12,404,14,-0.0762202322846356,0.0131257567322645,0.0131162949671025,-0.30165752462511,0.149217060055839
1438,"1438_1",83,"Benally, 2015",2015,0,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"RIT Math",1,"0","Accuracy","Raw",1,"BroadMathematics",28,17,11,148.89,11.448,149.18,12.197,-0.0246982290915677,0.149743513223003,0.149732620320856,-0.817364338809621,0.767967880626485
1438,"1438_2",84,"Benally, 2016",2016,0,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"SAT 10 Math",1,"0","Accuracy","Raw",1,"NationalTest",28,17,11,507.06,23.443,510.55,19.335,-0.158967616114899,0.150183882873949,0.149732620320856,-0.95279841681532,0.634863184585522
1560,"1560_1",85,"Bench et al., 2015",2015,1,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,221,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",122,69,53,64.88,21.8,54.84,22.41,0.45499031427945,0.0342091051436547,0.0333606781514903,0.0888493884076785,0.821131240151221
1560,"1560_1",86,"Bench et al., 2015",2015,1,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,221,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",122,69,53,87.21,16.59,77.67,18.53,0.546480751078088,0.0345846175420594,0.0333606781514903,0.17833575047,0.914625751686177
1560,"1560_2",87,"Bench et al., 2015",2015,1,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,223,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",184,128,56,59.07,17.63,58.64,17.26,0.0245447648819119,0.02567127993726,0.0256696428571429,-0.291564888531006,0.34065441829483
1977,"1977_1",88,"Berg et al., 2016",2016,1,"Sweden",0.816,"NorthEurope","4.High",11,186,NA,1,"0","Accuracy","z-score",1,"BroadMathematics",741444,380901,360543,-0.01,1,0,1,-0.01,5.39901580369234e-06,5.39894836771606e-06,-0.0145541370858107,-0.00544586291418928
2274,"2274_1",89,"Bjorn et al., 2017",2017,1,"Finland",0.842384615384615,"NorthEurope","3.Middle",7,NA,"Laskutaidon Testi Luokka-Asteille 7â€“9 (KTLT)counting skills test standardized",1,"0","Accuracy","Raw",1,"BroadMathematics",218,115,103,20.81,5.82,22,6.43,-0.194582996287881,0.0184912307316705,0.0184043900379907,-0.462591597800556,0.0734256052247947
2274,"2274_1",90,"Bjorn et al., 2017",2017,1,"Finland",0.842384615384615,"NorthEurope","4.High",9,NA,"Laskutaidon Testi Luokka-Asteille 7â€“9 (KTLT)counting skills test standardized",1,"0","Accuracy","Raw",1,"BroadMathematics",218,115,103,25.38,7.9,25.1,8.76,0.0336651769309935,0.0184069894511508,0.0184043900379907,-0.233732238635211,0.301062592497198
1822,"1822_1",91,"Blackmon, 2016",2016,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"NAEP",1,"1","Accuracy","Raw",1,"NationalTest",198888,101107,97781,239.88,28.715,238.55,26.988,0.0477056241786564,2.01231691123666e-05,2.01174477350631e-05,0.0389133965674751,0.0564978517898378
1822,"1822_2",92,"Blackmon, 2016",2016,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"NAEP",1,"1","Accuracy","Raw",1,"NationalTest",164403,83305,81098,281.78,35.756,280.98,33.921,0.0229470362419473,2.43364431526679e-05,2.43348417023528e-05,0.0132780745204796,0.0326159979634151
1031,"1031_1",93,"Bonner, 2013",2013,1,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,NA,"Multiple choice from college algebra, geometry, and trigonometry sections of the COMPASS practice test",0,"0","Accuracy","Raw",1,"NationalTest",44,15,29,11.13,1.51,10,2.49,0.510824366972015,0.104114669990679,0.101149425287356,-0.139470356745111,1.16111909068914
1031,"1031_2",94,"Bonner, 2013",2013,1,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,NA,"Multiple choice from college algebra, geometry, and trigonometry sections of the COMPASS practice test",0,"0","Accuracy","Raw",1,"NationalTest",30,14,16,7.93,2.46,7.81,2.56,0.0477314410894274,0.133966542936379,0.133928571428571,-0.699769692021929,0.795232574200783
1734,"1734_1",95,"Bot & Eze, 2016",2016,1,"Nigeria",0.631230769230769,"Africa","3.Middle",7,NA,"Trigonometry Achievement Test (TAT)",0,"0","Accuracy","Raw",1,"Geometry",70,38,32,13.1,2.94,13.19,1.73,-0.0365372608205203,0.0575753249838861,0.0575657894736842,-0.515099630063289,0.442025108422248
1734,"1734_2",96,"Bot & Eze, 2016",2016,1,"Nigeria",0.631230769230769,"Africa","3.Middle",7,NA,"Trigonometry Achievement Test (TAT)",0,"0","Accuracy","Raw",1,"Geometry",70,37,33,16.17,8.58,17.1,7,-0.118079448323837,0.0574296484451749,0.0573300573300573,-0.596036007146447,0.359877110498773
2562,"2562_1",97,"Bousselot, 2018",2018,0,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,NA,1,"0","Accuracy","theta-score",1,"BroadMathematics",2716,1396,1320,-0.44,0.747,-0.48,0.726,0.0542837487039781,0.00147445061101526,0.00147390813579925,-0.0210096302687168,0.129577127676673
817,"817_1",98,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,4.5,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",509,251,258,24.7,4.799,25.1,4.62,-0.0849416554576158,0.00786712024692602,0.00786003273726798,-0.259198518744168,0.0893152078289363
817,"817_2",99,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,8,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",548,269,279,31.2,7.74,32.7,7.666,-0.19474421246845,0.00733630489311635,0.00730170150964011,-0.362991094543898,-0.0264973303930018
817,"817_3",100,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,4.5,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",958,505,453,27,4.85,26.6,4.725,0.0834845441547483,0.00419134115292524,0.00418770353856578,-0.0435651523117498,0.210534240621246
817,"817_4",101,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,8,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",985,517,468,37,7.935,36.7,7.961,0.0377483720682616,0.00407171143313207,0.00407098811354131,-0.0874707236502887,0.162967467786812
817,"817_5",102,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,4.5,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",865,431,434,24.5,5.003,24.2,4.916,0.0604894863263314,0.00462644809644653,0.00462433308028698,-0.0730101375928155,0.193989110245478
817,"817_6",103,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,8,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",899,446,453,32.5,8.06,31.9,8.236,0.0736272036750522,0.00445267298241794,0.00444965798513151,-0.0573342786200631,0.204588685970168
817,"817_7",104,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,4.5,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",726,346,380,26.5,4.836,26.4,4.756,0.0208581543323697,0.00552205198766433,0.00552175235777305,-0.125030984946189,0.166747293610929
817,"817_8",105,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,8,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",735,346,389,35.6,7.979,35.3,7.57,0.0386339677474897,0.00546188286070884,0.00546086749780822,-0.106455212638579,0.183723148133559
817,"817_9",106,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,4.5,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",9642,4957,4685,27,4.928,26.5,4.654,0.104235705425811,0.000415745516858909,0.00041518209213968,0.064267338943767,0.144204071907854
817,"817_10",107,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,8,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",9480,4868,4612,36.1,8.09,35.8,7.67,0.0380302088115531,0.000422325125369212,0.000422248843893355,-0.00225327321447355,0.0783136908375798
817,"817_11",108,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,4.5,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",424,196,228,25.2,5.012,25.3,5.043,-0.0198858587263574,0.00948847205806158,0.00948800572860723,-0.211350108526783,0.171578391074068
817,"817_12",109,"Bowe, 2013",2013,0,"United Kingdom",0.760384615384615,"NorthEurope",NA,8,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",569,275,294,31.7,8.44,33.1,8.178,-0.16856011394023,0.00706269123858795,0.00703772418058132,-0.333626245260334,-0.00349398262012718
7,"7_1",110,"Brathwaite, 2010",2010,1,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"Ohio's Assessment System Mathematics Practice Test",0,"0","Accuracy","Raw",1,"NationalTest",57,21,36,5.19,17.6,26.22,21.99,-1.02571934918423,0.0846257743730615,0.0753968253968254,-1.60824675411543,-0.443191944253031
7,"7_2",111,"Brathwaite, 2010",2010,1,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"Ohio's Assessment System Mathematics Practice Test",0,"0","Accuracy","Raw",1,"NationalTest",268,151,117,14.2,15.75,15.42,13.38,-0.0826372308207131,0.0151822656106091,0.0151695251032999,-0.325232352624403,0.159957890982977
7,"7_3",112,"Brathwaite, 2010",2010,1,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"Ohio's Assessment System Mathematics Practice Test",0,"0","Accuracy","Raw",1,"NationalTest",54,27,27,23.71,14.08,15.83,14.24,0.556488293851492,0.0769414742703124,0.0740740740740741,0.000368336137227643,1.11260825156576
7,"7_4",113,"Brathwaite, 2010",2010,1,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"Ohio's Assessment System Mathematics Practice Test",0,"0","Accuracy","Raw",1,"NationalTest",290,142,148,21.95,18.73,23.28,18.42,-0.0716115718531112,0.0138078520317167,0.0137990102778835,-0.302885891667398,0.159662747961175
279,"279_1",114,"Brooks-Bey, 2011",2011,0,"United States",0.739076923,"NorthAmerica","2.Primary",4.5,NA,"New Jersey Assessment of Skills and Knowledge (NJ ASK)",1,"0","Accuracy","Raw",1,"NationalTest",487,235,252,208.47,31.72,213.59,31.17,-0.162867681561508,0.00825080708197168,0.00822357311719014,-0.341342511480142,0.0156071483571261
279,"279_2",115,"Brooks-Bey, 2011",2011,0,"United States",0.739076923,"NorthAmerica","2.Primary",4.5,NA,"New Jersey Assessment of Skills and Knowledge (NJ ASK)",1,"0","Accuracy","Raw",1,"NationalTest",572,300,272,208.5,34.32,209.7,32.71,-0.0357524051532007,0.00701092125939576,0.00700980392156863,-0.200210612555336,0.128705802248935
883,"883_1",116,"Brown, 2013",2013,0,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"ACT math subtest",1,"0","Accuracy","Raw",1,"NationalTest",44,14,30,22.5,4.2,19.7,4.03,0.685707219380112,0.110105022838155,0.104761904761905,0.016966400711683,1.35444803804854
883,"883_1",117,"Brown, 2013",2013,0,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"ACT math subtest",1,"0","Accuracy","Raw",1,"NationalTest",68,20,48,20.6,4.35,20.9,4.09,-0.0720026748835999,0.0708714538126745,0.0708333333333333,-0.603230287696932,0.459224937929732
779,"779_1",118,"Bruce-Simmons, 2013",2013,0,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"PASS math test",1,"0","Accuracy","Raw",1,"NationalTest",449,218,231,613.5,45.7,614.1,42.9,-0.0135497064552744,0.00891636474057548,0.00891616029230708,-0.199122477195779,0.17202306428523
739,"739_1",119,"Brulles et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica",NA,5,NA,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",554,284,270,62.55,13.74,63.79,13.27,-0.0917634708021141,0.00723243022471262,0.00722483046426708,-0.258810999132396,0.075284057528168
739,"739_2",120,"Brulles et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica",NA,5,NA,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",535,271,264,55.82,17.62,56.8,17.53,-0.0557589664378066,0.00748082135398444,0.00747791568824779,-0.225664036673933,0.114146103798319
739,"739_3",121,"Brulles et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica",NA,5,NA,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",2627,1307,1320,38.81,13.84,40.43,14.22,-0.115448528936387,0.00152522350163777,0.00152268669866222,-0.192028461008654,-0.0388685968641205
2855,"2855_1",122,"Buratta et al., 2019",2019,1,"Italy",0.700923076923077,"CentralEurope","4.High",10,NA,"written calculation A - Prove di abilita di calcolo avanzato ABCA 14-16",1,"0","Accuracy","Raw",1,"Computation",84,66,18,37.77,26.62,34.39,29.19,0.124389164014626,0.0707991698982865,0.0707070707070707,-0.404742351360623,0.653520679389875
2855,"2855_1",123,"Buratta et al., 2019",2019,1,"Italy",0.700923076923077,"CentralEurope","4.High",10,NA,"written calculation B - Prove di abilita di calcolo avanzato ABCA 14-16",1,"0","Accuracy","Raw",1,"Computation",84,66,18,25.39,30.1,25.33,29.42,0.00200265066945412,0.0707070945797475,0.0707070707070707,-0.526784681267965,0.530789982606873
2855,"2855_1",124,"Buratta et al., 2019",2019,1,"Italy",0.700923076923077,"CentralEurope","4.High",10,NA,"arithmetical facts - Prove di abilita di calcolo avanzato ABCA 14-16",1,"0","Accuracy","Raw",1,"Computation",84,66,18,41.26,30.57,34.06,30.96,0.234900609970945,0.0710355129485274,0.0707070707070707,-0.295113347697287,0.764914567639178
80,"80_1",125,"Buten, 2010",2010,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"Comprehensive Test of basic Skills (CTBS)",1,"0","Accuracy","Raw",1,"BroadMathematics",1196,519,677,788.56,47.748,793.13,43.263,-0.100964655437252,0.00340814879589514,0.00340388714804917,-0.215501994719745,0.0135726838452419
576,"576_1",126,"Butt, 2012",2012,0,"Pakistan",0.5555,"EastAsia&Oceania","4.High",9.5,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",1531,799,732,80.04,18.02,83.81,21.01,-0.193266409598966,0.00262988320617981,0.0026176846741487,-0.293857564367207,-0.0926752548307251
1778,"1778_1",127,"C. Ross, 2016",2016,0,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"CRCT - Math Test",0,"0","Accuracy","Raw",1,"NationalTest",2929,1528,1401,837.79,47.69,842.91,46.05,-0.109138813954602,0.00137025947188642,0.00136822613615555,-0.181720825286302,-0.0365568026229028
3259,"3259_1",128,"Cadenas-Sanchez et al., 2020",2020,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",4,120,"Woodcock Munoz Test",1,"0","Accuracy","Raw",1,"BroadMathematics",106,61,45,101.7,11.7,101.2,9.5,0.046193896824911,0.0386257302984932,0.038615664845173,-0.343454464273953,0.435842257923775
3259,"3259_1",129,"Cadenas-Sanchez et al., 2020",2020,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",4,120,"Woodcock Munoz Test",1,"0","Accuracy","Raw",1,"Computation",106,61,45,101.8,12.9,104.4,10.3,-0.219044959217426,0.0388419888742229,0.038615664845173,-0.609782583640091,0.171692665205239
147,"147_1",130,"Calvin et al., 2010",2010,1,"United Kingdom",0.760384615384615,"NorthEurope",NA,NA,132,"Key Stage Two (KS2) Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",176699,88027,88672,4.086,0.831,4.018,0.814,0.0826734760802218,2.26570085318741e-05,2.26376680046295e-05,0.0733441053802736,0.0920028467801699
1681,"1681_1",131,"Canadas et al., 2015",2015,1,"Spain",0.756461538461539,"CentralEurope","3.Middle",7,180,"SRA Test",1,"1","Accuracy","Raw",1,"BroadMathematics",1627,771,856,14.8,5.1,12.7,4.6,0.433583133445921,0.00252301446501995,0.00246524116028462,0.335061600749723,0.532104666142119
3541,"3541_1",132,"Cantley & McAllister, 2021",2021,1,"United Kingdom",0.760384615384615,"NorthEurope","4.High",10.5,NA,"NICCEA GCSE mathematics examinations",1,"0","Accuracy","z-score",1,"NationalTest",1118,579,539,0.063,1.033,-0.67,0.959,0.734460560818695,0.00382365208569934,0.00358240328632631,0.613133494769332,0.855787626868057
3541,"3541_1",133,"Cantley & McAllister, 2021",2021,1,"United Kingdom",0.760384615384615,"NorthEurope","4.High",10.5,NA,"NICCEA GCSE mathematics examinations",1,"0","Accuracy","z-score",1,"NationalTest",1118,579,539,0.103,1.047,-0.111,0.935,0.215165566585542,0.0036031082152369,0.00358240328632631,0.0973894679743144,0.332941665196769
3541,"3541_1",134,"Cantley & McAllister, 2021",2021,1,"United Kingdom",0.760384615384615,"NorthEurope","4.High",10.5,NA,"NICCEA GCSE mathematics examinations",1,"0","Accuracy","z-score",1,"AdvancedMaths",1118,579,539,-0.045,1.012,0.048,0.985,-0.093086107691803,0.00358627852042524,0.00358240328632631,-0.210586825204351,0.0244146098207453
3541,"3541_1",135,"Cantley & McAllister, 2021",2021,1,"United Kingdom",0.760384615384615,"NorthEurope","4.High",10.5,NA,"NICCEA GCSE mathematics examinations",1,"0","Accuracy","z-score",1,"Geometry",1118,579,539,0.131,1.044,-0.141,0.931,0.274432922095363,0.00361608549953284,0.00358240328632631,0.156444917529935,0.392420926660792
3541,"3541_1",136,"Cantley & McAllister, 2021",2021,1,"United Kingdom",0.760384615384615,"NorthEurope","4.High",10.5,NA,"NICCEA GCSE mathematics examinations",1,"0","Accuracy","z-score",1,"AdvancedMaths",1118,579,539,-0.005,1.038,0.005,0.958,-0.00999767256906484,0.00358244798823006,0.00358240328632631,-0.127435621597613,0.107440276459484
3541,"3541_2",137,"Cantley & McAllister, 2021",2021,1,"United Kingdom",0.760384615384615,"NorthEurope","4.High",10.5,NA,"NICCEA GCSE mathematics examinations",1,"0","Accuracy","z-score",1,"NationalTest",2762,1395,1367,0.054,0.974,-0.055,1.023,0.109158058272175,0.00145053181221072,0.00144837477352757,0.0344784421324383,0.183837674411912
3541,"3541_2",138,"Cantley & McAllister, 2021",2021,1,"United Kingdom",0.760384615384615,"NorthEurope","4.High",10.5,NA,"NICCEA GCSE mathematics examinations",1,"0","Accuracy","z-score",1,"NationalTest",2762,1395,1367,0.077,0.956,0.079,1.038,-0.00200515928361667,0.00144837550138125,0.00144837477352757,-0.0766292467012236,0.0726189281339903
3541,"3541_2",139,"Cantley & McAllister, 2021",2021,1,"United Kingdom",0.760384615384615,"NorthEurope","4.High",10.5,NA,"NICCEA GCSE mathematics examinations",1,"0","Accuracy","z-score",1,"AdvancedMaths",2762,1395,1367,0.018,1.01,-0.019,0.99,0.0369943976494874,0.00144862252614478,0.00144837477352757,-0.0376360531771953,0.11162484847617
3541,"3541_2",140,"Cantley & McAllister, 2021",2021,1,"United Kingdom",0.760384615384615,"NorthEurope","4.High",10.5,NA,"NICCEA GCSE mathematics examinations",1,"0","Accuracy","z-score",1,"Geometry",2762,1395,1367,0.79,0.964,-0.08,1.03,0.87243292455006,0.0015861624650263,0.00144837477352757,0.794339893016517,0.950525956083604
3541,"3541_2",141,"Cantley & McAllister, 2021",2021,1,"United Kingdom",0.760384615384615,"NorthEurope","4.High",10.5,NA,"NICCEA GCSE mathematics examinations",1,"0","Accuracy","z-score",1,"AdvancedMaths",2762,1395,1367,0.037,0.979,-0.038,1.02,0.0750373491578526,0.00144939407182023,0.00144837477352757,0.000387026647685154,0.14968767166802
2794,"2794_1",142,"Carr et al., 2018",2018,1,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"Criterion Referenced Competency Test",1,"0","Accuracy","Raw",1,"NationalTest",149,78,71,2.09,0.69,2.15,0.65,-0.0893855117614396,0.0269318311705276,0.0269050198627663,-0.413667463450407,0.234896439927528
3422,"3422_1",143,"Carr et al., 2020",2020,1,"United States",0.739076923,"NorthAmerica","2.Primary",2,92,"Number sense measures",1,"0","Accuracy","Raw",1,"BroadMathematics",304,162,142,-0.95,0.78,-0.89,0.74,-0.078782960166731,0.0132253015056099,0.0132150930272996,-0.305082325909178,0.147516405575716
3422,"3422_1",144,"Carr et al., 2020",2020,1,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"Number sense measures",1,"0","Accuracy","Raw",1,"BroadMathematics",294,156,138,-0.16,0.77,-0.12,0.77,-0.051948051948052,0.013661222677805,0.0136566332218506,-0.281977996760403,0.178081892864299
3422,"3422_1",145,"Carr et al., 2020",2020,1,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"Number sense measures",1,"0","Accuracy","Raw",1,"BroadMathematics",276,145,131,0.14,0.82,0.09,0.81,0.061329317853838,0.0145369534329127,0.0145301395103975,-0.176022943570887,0.298681579278563
